employee_id,department,start_date,end_date
05587364,Logistics,2021-07-01,9999-12-31 00:00:00
05592670,Sales,2020-08-01,9999-12-31 00:00:00
05597984,Com&In,2022-09-01,9999-12-31 00:00:00
05604330,Sales,2022-10-15,9999-12-31 00:00:00
05606541,Sales,2002-11-15,9999-12-31 00:00:00
05607012,Com&In,2003-12-01,9999-12-31 00:00:00
05607529,Sales,2003-01-01,9999-12-31 00:00:00
05609476,Sales,2020-02-01,9999-12-31 00:00:00
05611846,Management Team,1997-03-15,9999-12-31 00:00:00
05612461,Com&In,2018-04-01,9999-12-31 00:00:00
05613966,Logistics,2012-05-15,9999-12-31 00:00:00
05616440,Logistics,2022-06-01,9999-12-31 00:00:00
05618326,Logistics,2020-07-01,9999-12-31 00:00:00
05618679,Management Team,2018-08-01,9999-12-31 00:00:00
05621503,Sales,2023-09-01,9999-12-31 00:00:00
05621984,Sales,2006-10-15,9999-12-31 00:00:00
05622244,Sales,2003-11-15,9999-12-31 00:00:00
05622487,Logistics,2022-12-01,9999-12-31 00:00:00
05626247,Customer Service,2003-01-01,9999-12-31 00:00:00
05633130,Sales,2022-02-01,9999-12-31 00:00:00
05636866,Logistics,2001-03-15,9999-12-31 00:00:00
05637269,Customer Service,2022-04-01,9999-12-31 00:00:00
05637391,Sales,2020-05-15,9999-12-31 00:00:00
05638026,Finance & Admin,2010-02-15,9999-12-31 00:00:00
05638576,Sales,2023-06-01,9999-12-31 00:00:00
05639654,Customer Service,2000-07-01,9999-12-31 00:00:00
05643690,Sales,2022-08-01,9999-12-31 00:00:00
05643994,Logistics,2021-09-01,9999-12-31 00:00:00
05645803,Logistics,2021-10-15,9999-12-31 00:00:00
05646905,Sales,1981-11-15,9999-12-31 00:00:00
05649642,Sales,2022-12-01,9999-12-31 00:00:00
05651159,Customer Service,2018-01-01,9999-12-31 00:00:00
05652643,Logistics,2023-02-01,9999-12-31 00:00:00
05652775,Customer Service,2017-03-15,9999-12-31 00:00:00
05653738,Logistics,2009-04-01,9999-12-31 00:00:00
05655226,IKEA Food,2003-05-15,9999-12-31 00:00:00
05657057,Customer Service,2004-06-01,9999-12-31 00:00:00
05658193,Sales,2021-07-01,9999-12-31 00:00:00
05667157,Customer Service,1992-08-01,9999-12-31 00:00:00
05669351,Customer Service,2018-09-01,9999-12-31 00:00:00
05671873,Logistics,2020-10-15,9999-12-31 00:00:00
05673028,Sales,1993-11-15,9999-12-31 00:00:00
05673067,Com&In,2012-12-01,9999-12-31 00:00:00
05674230,Customer Service,2003-01-01,9999-12-31 00:00:00
05674738,Customer Service,2003-02-01,9999-12-31 00:00:00
05675951,Logistics,2023-03-15,9999-12-31 00:00:00
05676582,Sales,2022-04-01,9999-12-31 00:00:00
05677363,Sales,2003-05-15,9999-12-31 00:00:00
05682780,IKEA Food,2020-06-01,9999-12-31 00:00:00
05689869,Sales,2020-07-01,9999-12-31 00:00:00
05689904,Sales,2003-08-01,9999-12-31 00:00:00
05691522,Logistics,2022-09-01,9999-12-31 00:00:00
05691889,Logistics,2021-10-15,9999-12-31 00:00:00
05692292,Sales,2003-11-15,9999-12-31 00:00:00
05694083,Sales,2022-12-01,9999-12-31 00:00:00
05695052,Logistics,2022-01-01,9999-12-31 00:00:00
05696549,Com&In,2020-03-15,9999-12-31 00:00:00
05697392,Sales,2018-02-01,9999-12-31 00:00:00
05700986,Sales,2022-03-15,9999-12-31 00:00:00
05703851,Sales,2001-04-01,9999-12-31 00:00:00
05704335,Logistics,2017-05-15,9999-12-31 00:00:00
05706623,IKEA Food,2021-06-01,9999-12-31 00:00:00
05707074,Sales,2003-01-01,9999-12-31 00:00:00
05711107,Customer Service,2021-07-01,9999-12-31 00:00:00
05712015,Sales,2023-08-01,9999-12-31 00:00:00
05712050,Logistics,2023-09-01,9999-12-31 00:00:00
05713467,Logistics,2017-10-15,9999-12-31 00:00:00
05714048,Sales,2003-11-15,9999-12-31 00:00:00
05715389,Sales,2003-12-01,9999-12-31 00:00:00
05717761,IKEA Food,2020-01-01,9999-12-31 00:00:00
05718731,Logistics,2014-02-01,9999-12-31 00:00:00
05722807,Finance & Admin,2020-03-15,9999-12-31 00:00:00
05723589,Logistics,2014-04-01,9999-12-31 00:00:00
05725899,Sales,2003-05-15,9999-12-31 00:00:00
05728062,Customer Service,2020-06-01,9999-12-31 00:00:00
05731266,Sales,2009-07-01,9999-12-31 00:00:00
05732882,Sales,2006-08-01,9999-12-31 00:00:00
05733791,Customer Service,2022-09-01,9999-12-31 00:00:00
05737414,Logistics,2006-10-15,9999-12-31 00:00:00
05739111,Management Team,2006-11-15,9999-12-31 00:00:00
05739885,Sales,2003-12-01,9999-12-31 00:00:00
05740339,Logistics,2022-01-01,9999-12-31 00:00:00
05742894,Customer Service,2019-02-01,9999-12-31 00:00:00
05744553,Logistics,2022-03-15,9999-12-31 00:00:00
05745153,Customer Service,2003-04-01,9999-12-31 00:00:00
05745379,Logistics,2006-05-15,9999-12-31 00:00:00
05746525,Sales,2010-06-01,9999-12-31 00:00:00
05754826,Customer Service,2009-07-01,9999-12-31 00:00:00
05755527,Logistics,2022-08-01,9999-12-31 00:00:00
05761147,Logistics,2022-09-01,9999-12-31 00:00:00
05761652,Logistics,2022-10-15,9999-12-31 00:00:00
05767078,IKEA Food,2012-11-15,9999-12-31 00:00:00
05769429,Sales,2007-12-01,9999-12-31 00:00:00
05770839,Customer Service,2018-01-01,9999-12-31 00:00:00
05771604,Customer Service,2016-02-01,9999-12-31 00:00:00
05773378,Logistics,2010-03-15,9999-12-31 00:00:00
05773511,Com&In,2018-04-01,9999-12-31 00:00:00
05773726,Sales,2003-05-15,9999-12-31 00:00:00
05778304,Logistics,2023-06-01,9999-12-31 00:00:00
05778840,Customer Service,2020-07-01,9999-12-31 00:00:00
05779550,Sales,2022-08-01,9999-12-31 00:00:00
05780861,Finance & Admin,2010-09-01,9999-12-31 00:00:00
05783562,Logistics,2012-10-15,9999-12-31 00:00:00
05784849,Logistics,2021-11-15,9999-12-31 00:00:00
05787816,Com&In,2011-12-01,9999-12-31 00:00:00
05789155,IKEA Food,2004-01-01,9999-12-31 00:00:00
05790920,IKEA Food,2011-02-01,9999-12-31 00:00:00
05791872,Sales,2018-03-15,9999-12-31 00:00:00
05793940,IKEA Food,2004-04-01,9999-12-31 00:00:00
05794336,Customer Service,2003-05-15,9999-12-31 00:00:00
05795223,Finance & Admin,2003-06-01,9999-12-31 00:00:00
05795533,Sales,2022-07-01,9999-12-31 00:00:00
05798442,IKEA Food,2022-08-01,9999-12-31 00:00:00
05798546,Logistics,2022-09-01,9999-12-31 00:00:00
05802234,Logistics,2023-10-15,9999-12-31 00:00:00
05807638,Sales,2022-11-15,9999-12-31 00:00:00
05808648,Sales,2022-12-01,9999-12-31 00:00:00
05811209,Management Team,2006-01-01,9999-12-31 00:00:00
05811943,Com&In,2018-02-01,9999-12-31 00:00:00
05818583,Logistics,2022-03-15,9999-12-31 00:00:00
05818633,Customer Service,2022-04-01,9999-12-31 00:00:00
05819312,Sales,2022-05-15,9999-12-31 00:00:00
05822014,Sales,2018-06-01,9999-12-31 00:00:00
05832047,Sales,2022-07-01,9999-12-31 00:00:00
05836694,Customer Service,2021-08-01,9999-12-31 00:00:00
05838230,Customer Service,2009-09-01,9999-12-31 00:00:00
05840979,Logistics,2022-10-15,9999-12-31 00:00:00
05846476,Logistics,2012-11-15,9999-12-31 00:00:00
05849641,Logistics,2020-12-01,9999-12-31 00:00:00
05850058,Customer Service,2013-08-01,9999-12-31 00:00:00
05850304,Sales,2022-09-01,9999-12-31 00:00:00
05853378,IKEA Food,2014-10-15,9999-12-31 00:00:00
05856793,Logistics,2022-11-15,9999-12-31 00:00:00
05857799,Finance & Admin,2017-12-01,9999-12-31 00:00:00
05863363,Customer Service,2022-01-01,9999-12-31 00:00:00
05864095,Sales,2007-02-01,9999-12-31 00:00:00
05864284,Finance & Admin,2003-03-15,9999-12-31 00:00:00
05865718,Customer Service,2011-04-01,9999-12-31 00:00:00
05866188,Logistics,2000-05-15,9999-12-31 00:00:00
05870106,Customer Service,2003-06-01,9999-12-31 00:00:00
05876638,Logistics,2022-07-01,9999-12-31 00:00:00
05876831,Sales,2010-09-01,9999-12-31 00:00:00
05882257,Customer Service,2005-08-01,9999-12-31 00:00:00
05885098,Sales,2002-09-01,9999-12-31 00:00:00
05889239,Logistics,2010-10-15,9999-12-31 00:00:00
05889649,Com&In,2007-11-15,9999-12-31 00:00:00
05890478,Sales,2007-12-01,9999-12-31 00:00:00
05891532,Sales,2004-01-01,9999-12-31 00:00:00
05893083,Sales,2022-02-01,9999-12-31 00:00:00
05895615,Finance & Admin,2005-03-15,9999-12-31 00:00:00
05897607,Sales,1981-04-01,9999-12-31 00:00:00
05898972,Logistics,2007-05-15,9999-12-31 00:00:00
05901600,Sales,1990-06-01,9999-12-31 00:00:00
05903370,Finance & Admin,1997-07-01,9999-12-31 00:00:00
05907157,IKEA Food,2016-08-01,9999-12-31 00:00:00
05914318,Sales,2019-09-01,9999-12-31 00:00:00
05916397,Logistics,2020-10-15,9999-12-31 00:00:00
05918631,Sales,2002-11-15,9999-12-31 00:00:00
05918685,Management Team,2005-12-01,9999-12-31 00:00:00
05921822,Logistics,2021-01-01,9999-12-31 00:00:00
05926288,Logistics,2021-02-01,9999-12-31 00:00:00
05928381,Logistics,2022-03-15,9999-12-31 00:00:00
05933091,Sales,2016-04-01,9999-12-31 00:00:00
05940090,Sales,2022-05-15,9999-12-31 00:00:00
05942036,Logistics,2020-06-01,9999-12-31 00:00:00
05943974,IKEA Food,2005-07-01,9999-12-31 00:00:00
05944255,Com&In,2010-08-01,9999-12-31 00:00:00
05944398,Com&In,2003-09-01,9999-12-31 00:00:00
05945011,Sales,2022-10-15,9999-12-31 00:00:00
05948121,Finance & Admin,2016-10-15,9999-12-31 00:00:00
05948772,Customer Service,2022-11-15,9999-12-31 00:00:00
05949063,Sales,2003-12-01,9999-12-31 00:00:00
05949118,Com&In,2002-01-01,9999-12-31 00:00:00
05950269,Sales,2021-02-01,9999-12-31 00:00:00
05951330,Logistics,2022-03-15,9999-12-31 00:00:00
05953118,Sales,2018-04-01,9999-12-31 00:00:00
05955592,Sales,2010-05-15,9999-12-31 00:00:00
05956537,Sales,2022-06-01,9999-12-31 00:00:00
05959259,IKEA Food,2019-07-01,9999-12-31 00:00:00
05959996,Sales,2004-08-01,9999-12-31 00:00:00
05968844,Management Team,2016-09-01,9999-12-31 00:00:00
05969066,Finance & Admin,2003-10-15,9999-12-31 00:00:00
05971168,Sales,2011-11-15,9999-12-31 00:00:00
05972540,Sales,2022-12-01,9999-12-31 00:00:00
05977805,Sales,2008-01-01,9999-12-31 00:00:00
05983807,Sales,2020-02-01,9999-12-31 00:00:00
05990766,Logistics,2020-03-15,9999-12-31 00:00:00
05991344,IKEA Food,2019-04-01,9999-12-31 00:00:00
05994400,Sales,2021-05-15,9999-12-31 00:00:00
05995755,Logistics,2016-06-01,9999-12-31 00:00:00
05999091,Logistics,2019-05-01,9999-12-31 00:00:00
05999553,Customer Service,2022-07-01,9999-12-31 00:00:00
05301906,Com&In,2011-12-01,9999-12-31 00:00:00
05114441,IKEA Food,2020-06-01,2023-09-30 00:00:00
05194452,IKEA Food,2023-10-01,2022-12-31 00:00:00
05210686,IKEA Food,2021-02-15,2023-01-31 00:00:00
05277833,IKEA Food,2022-10-01,2023-04-30 00:00:00
05296271,IKEA Food,2012-11-01,2023-03-31 00:00:00
05403788,IKEA Food,2023-01-01,2023-11-30 00:00:00
05522320,IKEA Food,2016-11-15,2023-10-31 00:00:00
05545319,IKEA Food,2023-02-01,2023-10-31 00:00:00
05574924,IKEA Food,2006-03-15,2023-04-30 00:00:00
05651277,IKEA Food,2022-04-01,2023-02-28 00:00:00
05666500,IKEA Food,2003-06-01,2023-08-31 00:00:00
05678637,IKEA Food,2022-03-01,2023-01-31 00:00:00
05686733,IKEA Food,2014-07-01,2022-12-31 00:00:00
05725626,IKEA Food,2023-05-01,2023-02-28 00:00:00
05741602,IKEA Food,2018-05-15,2023-05-31 00:00:00
05916268,IKEA Food,2023-04-01,2023-08-31 00:00:00
05924285,IKEA Food,2011-12-01,2023-07-31 00:00:00
05936518,IKEA Food,2023-06-01,2023-08-31 00:00:00
05957211,IKEA Food,2022-02-01,2023-09-30 00:00:00
05985917,IKEA Food,2023-12-01,2023-11-30 00:00:00
05114441,Logistics,2023-10-01,9999-12-31 00:00:00
05194452,Customer Service,2023-01-01,9999-12-31 00:00:00
05210686,Sales,2023-02-01,9999-12-31 00:00:00
05277833,Sales,2023-05-01,9999-12-31 00:00:00
05296271,Sales,2023-04-01,9999-12-31 00:00:00
05403788,Logistics,2023-12-01,9999-12-31 00:00:00
05522320,Logistics,2023-11-01,9999-12-31 00:00:00
05545319,Sales,2023-11-01,9999-12-31 00:00:00
05574924,Logistics,2023-05-01,9999-12-31 00:00:00
05651277,Customer Service,2023-03-01,9999-12-31 00:00:00
05666500,Customer Service,2023-09-01,9999-12-31 00:00:00
05678637,Sales,2023-02-01,9999-12-31 00:00:00
05686733,Customer Service,2023-01-01,9999-12-31 00:00:00
05725626,Customer Service,2023-03-01,9999-12-31 00:00:00
05741602,Customer Service,2023-06-01,9999-12-31 00:00:00
05916268,Customer Service,2023-09-01,9999-12-31 00:00:00
05924285,Logistics,2023-08-01,9999-12-31 00:00:00
05936518,Logistics,2023-09-01,9999-12-31 00:00:00
05957211,Logistics,2023-10-01,9999-12-31 00:00:00
05985917,Logistics,2023-12-01,9999-12-31 00:00:00
05137976,Logistics,2021-02-15,2022-09-30 00:00:00
05228625,Sales,2006-03-15,2022-03-31 00:00:00
05239086,IKEA Food,2003-06-01,2022-02-28 00:00:00
05595236,IKEA Food,2016-04-01,2022-08-31 00:00:00
05608877,Sales,2002-09-01,2022-07-31 00:00:00
05999463,Logistics,2010-05-01,2022-01-31 00:00:00
05137976,Sales,2022-10-01,9999-12-31 00:00:00
05228625,People & Culture,2022-04-01,9999-12-31 00:00:00
05239086,Customer Service,2022-03-01,9999-12-31 00:00:00
05595236,Sales,2022-09-01,9999-12-31 00:00:00
05608877,Logistics,2022-08-01,9999-12-31 00:00:00
05999463,Finance & Admin,2022-02-01,9999-12-31 00:00:00
